22444,22443,22143,25533,55533
44555,44555,44225,33311,33111
11111,11113,11113,22244,22225
55551,22355,33344,33344,33344
44433,22233,22333,55533,55511
44444,44255,22225,32555,32211
33111,33111,55141,52244,52244
33412,34412,34512,55522,55522
44433,44433,22233,22553,21113
11144,14444,15443,25333,25533
24333,24333,51333,51333,51113
44433,44433,24443,21133,51113
44433,44433,44433,24533,25551
33555,33355,22355,22451,22411
22113,21113,22333,22255,22444
22222,32255,32155,33154,33144
44555,44255,42223,11113,11113
12222,11142,15543,15333,55333
44411,44451,44451,23351,22251
11133,15333,15553,44422,44422
45555,44423,11223,11133,11133
33555,33355,34455,24415,22211
33325,33225,44445,44415,41115
22233,22233,22133,22443,25555
22222,22211,44411,55441,35444
31111,31111,33222,44455,44455
11233,55233,55243,55553,55553
33355,33355,22244,14444,11114
54444,55444,51144,55144,23333
55544,55544,55544,55144,22133
33322,33322,45222,45511,44511
22433,21433,21445,11445,11555
22222,42222,53322,53312,11111
33322,33322,33311,55334,55444
11111,11111,44455,44432,43332
22255,25555,55511,44411,33411
55111,33411,33441,33241,22221
44444,44454,55555,32555,31555
11133,11333,11155,44152,44222
22533,55533,55533,55333,15444
22133,22133,22133,25544,25544
22225,22255,22444,22241,33311
22222,22224,22444,33315,33115
53333,52333,52233,52213,44211
44444,34442,31222,31222,35522
35555,33555,33511,22211,24444
44444,21115,22115,11133,11333
53444,55545,15555,11122,11222
11133,11135,11135,11112,14442
22111,43511,43511,33551,35551
22344,23334,23344,11114,55555
33333,54335,55555,22111,11111
42222,42222,44122,41122,33522
43333,44355,43351,22551,22222
11112,11112,55222,33244,33444
11224,11124,11154,55554,55333
22222,24442,33111,33555,33555
33333,22333,42333,42551,45511
11144,51124,55133,55113,55555
51112,55522,54522,54443,54433
44444,44444,44555,22333,22113
41112,45522,45522,35522,33332
33311,33115,41115,41155,22255
52222,51322,51442,44422,44442
55112,55112,55513,55543,55443
11224,11224,55524,55534,55334
55533,22222,22442,22241,22111
